original_path,processed_path,filename,processed_filename,label,split,speaker_id,original_hash,processed_hash,processed_shape,original_frames,final_frames,duration,original_size,processed_size
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 14.mp4,simple_processed_data/train/doctor/doctor 14.npy,doctor 14.mp4,doctor 14.npy,doctor,train,14,11b2ebdc79074f77c643f3f2ce74307a,9b233f335615e700d5ad817599533346,"(16, 96, 96, 1)",33,16,1.376375,2249342,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 3.mp4,simple_processed_data/train/help/help 3.npy,help 3.mp4,help 3.npy,help,train,3,f33d7cd6d9633b68a8ea5f88944b8207,3032672af0c211b4141794d7018b5d66,"(16, 96, 96, 1)",55,16,1.8351666666666666,2808594,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 15.mp4,simple_processed_data/train/pillow/pillow 15.npy,pillow 15.mp4,pillow 15.npy,pillow,train,15,9152057bb1ea4d54065a782a2af2b256,f48507d0f2afae09db7c7a1debe7ddaa,"(16, 96, 96, 1)",36,16,1.2012,252212,589952
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 10.mp4,simple_processed_data/train/doctor/doctor 10.npy,doctor 10.mp4,doctor 10.npy,doctor,train,10,dc3b98cf4d6664ebf0152b2fc00320f9,604394d3138f82c83cb535cfa6e01703,"(16, 96, 96, 1)",43,16,1.4347666666666667,2249326,589952
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 4.mp4,simple_processed_data/train/doctor/doctor 4.npy,doctor 4.mp4,doctor 4.npy,doctor,train,4,4effc9f6b5da9bc125b77b743967f30c,d60856589a51ab68dcf8e02ee9e63b3b,"(16, 96, 96, 1)",44,16,1.4681333333333333,2358969,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 1.mp4,simple_processed_data/train/pillow/pillow 1.npy,pillow 1.mp4,pillow 1.npy,pillow,train,1,7224549cad80163de8458b990f87e27e,1363a205bf49a06cc5304aa26a4cebe4,"(16, 96, 96, 1)",42,16,1.4014,401634,589952
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 5.mp4,simple_processed_data/train/doctor/doctor 5.npy,doctor 5.mp4,doctor 5.npy,doctor,train,5,bc02a72c81bc43a26509423a8d6c9bef,fd3732d4dbb7c4aec6c8e1f7c397f641,"(16, 96, 96, 1)",74,16,2.469133333333333,3809261,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 14.mp4,simple_processed_data/train/pillow/pillow 14.npy,pillow 14.mp4,pillow 14.npy,pillow,train,14,9c9142502cfb4a21e7543b499f9fb3ba,54445d4396a95ca28661364fff82bae9,"(16, 96, 96, 1)",67,16,2.2355666666666667,429556,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 6.mp4,simple_processed_data/train/help/help 6.npy,help 6.mp4,help 6.npy,help,train,6,9713692f27d7e60efa90996b91829358,bee97d63a3feb7e0c775f3d3e476b7d4,"(16, 96, 96, 1)",51,16,1.7017,2653404,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 4.mp4,simple_processed_data/train/help/help 4.npy,help 4.mp4,help 4.npy,help,train,4,5ab50f3b3546d3b7192f3c2972112bfe,009a4dbca089905e210e5f2e766c6b3d,"(16, 96, 96, 1)",36,16,1.2012,1714583,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 19.mp4,simple_processed_data/train/glasses/glasses 19.npy,glasses 19.mp4,glasses 19.npy,glasses,train,19,868d2b2c830bc2d50a1989e92f099719,f0887f6abd2547f2910332368d8abe97,"(16, 96, 96, 1)",41,16,1.3680333333333334,2269238,589952
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 7.mp4,simple_processed_data/train/doctor/doctor 7.npy,doctor 7.mp4,doctor 7.npy,doctor,train,7,dc9ad8364c36ace8b1cac7a2208ed380,1538926c66b96cc44bcdeba95122da70,"(16, 96, 96, 1)",48,16,1.6016000000000001,2566809,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 3.mp4,simple_processed_data/train/pillow/pillow 3.npy,pillow 3.mp4,pillow 3.npy,pillow,train,3,a7f56f29dd6d73fb157d9abc7c006ca0,d4aedf4d878dc9bbeed83a6b088af99c,"(16, 96, 96, 1)",48,16,1.6016000000000001,345812,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 2.mp4,simple_processed_data/train/pillow/pillow 2.npy,pillow 2.mp4,pillow 2.npy,pillow,train,2,211f8f90c69a68699d4579c57f975620,db7bf6f1d6f925e2b7a5689b005598bf,"(16, 96, 96, 1)",60,16,2.0020000000000002,797609,589952
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 6.mp4,simple_processed_data/train/doctor/doctor 6.npy,doctor 6.mp4,doctor 6.npy,doctor,train,6,972c7b01aee6184a67dbef691a91f8c1,8ba194e2880f7642b60100be28d79c7f,"(16, 96, 96, 1)",30,16,1.0010000000000001,1654288,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 18.mp4,simple_processed_data/train/glasses/glasses 18.npy,glasses 18.mp4,glasses 18.npy,glasses,train,18,1864e232589550a99d969a49e99ce0e7,34ecc168550e45fe891e63dd9ee999b6,"(16, 96, 96, 1)",86,16,2.8695333333333335,4380714,589952
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 12.mp4,simple_processed_data/train/doctor/doctor 12.npy,doctor 12.mp4,doctor 12.npy,doctor,train,12,b94af219f703c4341010e17359633e16,e5dac7840be6a46567cfb2b9aac8fea1,"(16, 96, 96, 1)",56,16,1.8685333333333334,2924398,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 17.mp4,simple_processed_data/train/pillow/pillow 17.npy,pillow 17.mp4,pillow 17.npy,pillow,train,17,64004655632f120405b608ed4bd056a8,779869b5a95859593e76a63543878d03,"(16, 96, 96, 1)",37,16,1.2345666666666666,382277,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 5.mp4,simple_processed_data/train/help/help 5.npy,help 5.mp4,help 5.npy,help,train,5,a56fa90a98208542c8e1707334ccc7b8,dc3e0da04bbb37355a9513863a9dbc27,"(16, 96, 96, 1)",29,16,0.9676333333333333,1531624,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 16.mp4,simple_processed_data/train/help/help 16.npy,help 16.mp4,help 16.npy,help,train,16,152315e56d438f642ebf4b305999ffac,2e0e6580be89636d3eb4761441aaae12,"(16, 96, 96, 1)",87,16,2.9029000000000003,4559500,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 20.mp4,simple_processed_data/train/phone/phone 20.npy,phone 20.mp4,phone 20.npy,phone,train,20,157857448b9f67b9bf09ac3d37b22356,d5bbbe3174ad285cdb3563fe986c467c,"(16, 96, 96, 1)",57,16,1.9019,552726,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 17.mp4,simple_processed_data/train/help/help 17.npy,help 17.mp4,help 17.npy,help,train,17,91173a97de0d3c2476d006b7fe202a1a,64a9fa4ddab16b017c97ebd0e66e0e7b,"(16, 96, 96, 1)",51,16,1.7017,2704820,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 14.mp4,simple_processed_data/train/help/help 14.npy,help 14.mp4,help 14.npy,help,train,14,f271d4f42bc0a4de09c8cd02bc89addb,86d1236b0ef3910f9b41e22185fa5c8b,"(16, 96, 96, 1)",40,16,1.3346666666666667,2019474,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 11.mp4,simple_processed_data/train/help/help 11.npy,help 11.mp4,help 11.npy,help,train,11,36cc7d7b3b01b2640d74d66d92ca71cb,fc762101526fb7a22f461830baff53b9,"(16, 96, 96, 1)",61,16,2.0353666666666665,3060605,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 13.mp4,simple_processed_data/train/help/help 13.npy,help 13.mp4,help 13.npy,help,train,13,18b068a9942081f6cd0139a1995407ab,22b638f3829f993e59bd90489244880d,"(16, 96, 96, 1)",53,16,1.7684333333333333,2550694,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 18.mp4,simple_processed_data/train/phone/phone 18.npy,phone 18.mp4,phone 18.npy,phone,train,18,a3948a57d871c814429cd4b4eb4dba2b,4c565904b4ab3a7cb9253e25f7aa186d,"(16, 96, 96, 1)",89,16,2.9696333333333333,4563508,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 19.mp4,simple_processed_data/train/phone/phone 19.npy,phone 19.mp4,phone 19.npy,phone,train,19,95a3fb2ca163ea3eed519d289a78179c,e84654115838d8ce190c6949f3171bf8,"(16, 96, 96, 1)",35,16,1.1678333333333333,381231,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 12.mp4,simple_processed_data/train/help/help 12.npy,help 12.mp4,help 12.npy,help,train,12,bff194a4cbcbc4ffb956b1b4f2f95369,cb542cbf893ec06d33b860f66f8c29b6,"(16, 96, 96, 1)",43,16,1.4347666666666667,2176247,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 14.mp4,simple_processed_data/train/phone/phone 14.npy,phone 14.mp4,phone 14.npy,phone,train,14,e5a1e4d84e9d591a86abdb83ebe0df61,21c0173c4fdac1e2291fc83800771cbc,"(16, 96, 96, 1)",50,16,1.6683333333333334,2672812,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 1.mp4,simple_processed_data/train/glasses/glasses 1.npy,glasses 1.mp4,glasses 1.npy,glasses,train,1,ba0cb30567dcffc5ccf7f1645e644e30,2e8f6d55dd4b9df9fe9de40665210765,"(16, 96, 96, 1)",48,16,1.6016000000000001,2550871,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 20.mp4,simple_processed_data/train/help/help 20.npy,help 20.mp4,help 20.npy,help,train,20,4d76e4cb730e8192a12cc37d945fb138,5751d736ceab54c0e4114d701da7992f,"(16, 96, 96, 1)",66,16,2.2022,3472340,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 3.mp4,simple_processed_data/train/glasses/glasses 3.npy,glasses 3.mp4,glasses 3.npy,glasses,train,3,55c4b9d3848a19a26b3c3df11c540921,d688adca5e11284fcacd75d91f17bb2e,"(16, 96, 96, 1)",41,16,1.64,2662071,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 17.mp4,simple_processed_data/train/phone/phone 17.npy,phone 17.mp4,phone 17.npy,phone,train,17,65c279cafdd0ca3a404376c471c8cd5b,650b8d0035ecaf408124a9baa91110b6,"(16, 96, 96, 1)",62,16,2.0687333333333333,3306627,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 16.mp4,simple_processed_data/train/phone/phone 16.npy,phone 16.mp4,phone 16.npy,phone,train,16,1b54e5a247aeed9c30d4619e5615305f,882b380e349ec6fbbfdea7123b4a602f,"(16, 96, 96, 1)",45,16,1.5015,2218051,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 2.mp4,simple_processed_data/train/glasses/glasses 2.npy,glasses 2.mp4,glasses 2.npy,glasses,train,2,754fb69b745c43ca88ea7b92fb66d200,161f3b0e03b02f58f41e97509e11a9b8,"(16, 96, 96, 1)",81,16,2.7027,3739727,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 19.mp4,simple_processed_data/train/help/help 19.npy,help 19.mp4,help 19.npy,help,train,19,449596f2b9e2abf10b562dc0559010b2,98d7a4776e0b4a6f592e2d137278674d,"(16, 96, 96, 1)",166,16,5.538866666666666,6791476,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 12.mp4,simple_processed_data/train/phone/phone 12.npy,phone 12.mp4,phone 12.npy,phone,train,12,40dc3bdb4fca802ddfad84b614947472,011ea63839d17ad06b75ebaf8056c274,"(16, 96, 96, 1)",55,16,1.8351666666666666,2707326,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 6.mp4,simple_processed_data/train/glasses/glasses 6.npy,glasses 6.mp4,glasses 6.npy,glasses,train,6,aeba4cd72ff9005b518dda27d92684cd,b12fef0a8dc2f6075d17c579b89ce105,"(16, 96, 96, 1)",54,16,1.8018,2893865,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 13.mp4,simple_processed_data/train/phone/phone 13.npy,phone 13.mp4,phone 13.npy,phone,train,13,7f46c835f4166a21f3acd31754dcf818,5520c89a9fb2650bdc9a303b30b2e1ce,"(16, 96, 96, 1)",67,16,2.2355666666666667,3489900,589952
/Users/client/Desktop/TRAINING SET 2.9.25/help 18.mp4,simple_processed_data/train/help/help 18.npy,help 18.mp4,help 18.npy,help,train,18,eba957adf7654189f50e1921a6f753ad,608ff3fd7756a722176c4f2db44e37e1,"(16, 96, 96, 1)",71,16,2.3690333333333333,3699320,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 11.mp4,simple_processed_data/train/phone/phone 11.npy,phone 11.mp4,phone 11.npy,phone,train,11,3458c016988a67c28ba677cd6936e2c0,0b9da303617a276cb3187fa18c0ef93e,"(16, 96, 96, 1)",57,16,1.9019,1994364,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 5.mp4,simple_processed_data/train/glasses/glasses 5.npy,glasses 5.mp4,glasses 5.npy,glasses,train,5,cdc79c4cc1665d389a2d68e747752f52,e239c58e4d531b0f4cbdfcf9d443c507,"(16, 96, 96, 1)",60,16,2.4,3760069,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 4.mp4,simple_processed_data/train/glasses/glasses 4.npy,glasses 4.mp4,glasses 4.npy,glasses,train,4,1851037717bfd525e710709eaf2fb7af,a2f3a409aeb7fa723fcdfd5d215b757b,"(16, 96, 96, 1)",38,16,1.52,2379304,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 10.mp4,simple_processed_data/train/phone/phone 10.npy,phone 10.mp4,phone 10.npy,phone,train,10,b4ceb8edce5333583c11acf70bf7ddc3,5b64222f898d93de8df0a38919afeab9,"(16, 96, 96, 1)",44,16,1.4681333333333333,2200678,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 15.mp4,simple_processed_data/train/glasses/glasses 15.npy,glasses 15.mp4,glasses 15.npy,glasses,train,15,fe7aa498e29752d5399bccb589f18e74,ce11e3c3a47bb3a227f9a9e2a624353d,"(16, 96, 96, 1)",56,16,1.8685333333333334,2796374,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 1.mp4,simple_processed_data/train/phone/phone 1.npy,phone 1.mp4,phone 1.npy,phone,train,1,9aebf0cc7a5ead74935efa81ba9a1d21,816e3e3157fcec85aabe103005f145b4,"(16, 96, 96, 1)",36,16,1.2012,2003428,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 14.mp4,simple_processed_data/train/glasses/glasses 14.npy,glasses 14.mp4,glasses 14.npy,glasses,train,14,1fef8967743097d47481c32020fc8e01,ae2f4d88d05defd563a0c819d766910a,"(16, 96, 96, 1)",64,16,2.135466666666667,3340722,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 19.mp4,simple_processed_data/train/pillow/pillow 19.npy,pillow 19.mp4,pillow 19.npy,pillow,train,19,383fc3320637dd2e5c1789050deba4c6,ed82f36983315c7b89297e4c85204e41,"(16, 96, 96, 1)",65,16,2.168833333333333,744245,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 16.mp4,simple_processed_data/train/glasses/glasses 16.npy,glasses 16.mp4,glasses 16.npy,glasses,train,16,2257d5a7ce69a98d8e15d50202c5cf24,9f3acad5d69b59a3a0e67e480b68c416,"(16, 96, 96, 1)",53,16,1.7684333333333333,2626278,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 2.mp4,simple_processed_data/train/phone/phone 2.npy,phone 2.mp4,phone 2.npy,phone,train,2,fb59c8c9d9c4316b8a3ec5190f54b046,436514105d8439562f62d537f578658d,"(16, 96, 96, 1)",53,16,1.7684333333333333,2781536,589952
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 8.mp4,simple_processed_data/train/doctor/doctor 8.npy,doctor 8.mp4,doctor 8.npy,doctor,train,8,5675d94a78d727a4e988cbcdc3dda209,9c9e6c0c882e99b70503756723a59a20,"(16, 96, 96, 1)",44,16,1.4681333333333333,2325810,589952
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 9.mp4,simple_processed_data/train/doctor/doctor 9.npy,doctor 9.mp4,doctor 9.npy,doctor,train,9,37cdff020bf1a6ad928e4ea203a3792f,4658111a66b37cc0a35d17aac88bb093,"(16, 96, 96, 1)",47,16,1.5682333333333334,2475472,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 3.mp4,simple_processed_data/train/phone/phone 3.npy,phone 3.mp4,phone 3.npy,phone,train,3,3953685811413ecfb23b652f5df79756,05b91ccdc23989666ba483a1729bb94b,"(16, 96, 96, 1)",51,16,1.7017,2683744,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 18.mp4,simple_processed_data/train/pillow/pillow 18.npy,pillow 18.mp4,pillow 18.npy,pillow,train,18,f5c94393ae6a7c35f269cab72be32dd6,c3411e27403c419d21616cfe4b3b97d3,"(16, 96, 96, 1)",62,16,2.0687333333333333,634301,589952
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 19.mp4,simple_processed_data/train/doctor/doctor 19.npy,doctor 19.mp4,doctor 19.npy,doctor,train,19,e42d7dbdaed5918b51febf6b3ca5a5f4,010d61243a3d010a00dbab5e95b9acf2,"(16, 96, 96, 1)",35,16,1.1678333333333333,1860334,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 20.mp4,simple_processed_data/train/pillow/pillow 20.npy,pillow 20.mp4,pillow 20.npy,pillow,train,20,ab7edb5334748fb80045efc5b03804a1,6a8f79dd5e84ebbc7424ee5c7be957dd,"(16, 96, 96, 1)",59,16,1.9686333333333335,858319,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 13.mp4,simple_processed_data/train/glasses/glasses 13.npy,glasses 13.mp4,glasses 13.npy,glasses,train,13,40f8c26c82ce3760575aab2b7bff8c49,aeed0ee7b0c4ce1482d23934901ff312,"(16, 96, 96, 1)",62,16,2.0687333333333333,1955093,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 7.mp4,simple_processed_data/train/phone/phone 7.npy,phone 7.mp4,phone 7.npy,phone,train,7,6eb078611cdb4a7851c741ec448fb496,b22ba560e202dae7c0a519ecec406da3,"(16, 96, 96, 1)",52,16,1.7350666666666668,2690715,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 9.mp4,simple_processed_data/train/pillow/pillow 9.npy,pillow 9.mp4,pillow 9.npy,pillow,train,9,c4279b268f89e5559c06579671889453,4273738502b8b8efd0c4939de544484d,"(16, 96, 96, 1)",45,16,1.5015,491720,589952
/Users/client/Desktop/TRAINING SET 2.9.25/pillow 8.mp4,simple_processed_data/train/pillow/pillow 8.npy,pillow 8.mp4,pillow 8.npy,pillow,train,8,deeb3a0f588b063d056d1626cdaef23f,8fe01f6a5275387c6d2acbf6fe4a105f,"(16, 96, 96, 1)",63,16,2.1021,595095,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 6.mp4,simple_processed_data/train/phone/phone 6.npy,phone 6.mp4,phone 6.npy,phone,train,6,2063ef2979430aa04b59b8eaf70d7b46,e2ce9f1ee003c7e8562599affb6492d1,"(16, 96, 96, 1)",46,16,1.5348666666666666,2441226,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 12.mp4,simple_processed_data/train/glasses/glasses 12.npy,glasses 12.mp4,glasses 12.npy,glasses,train,12,9020d6e002045bde7cac1735766d3d00,fefbf4f580738c4c5bc36518a6a47ee6,"(16, 96, 96, 1)",77,16,2.5692333333333335,3846439,589952
/Users/client/Desktop/TRAINING SET 2.9.25/doctor 18.mp4,simple_processed_data/train/doctor/doctor 18.npy,doctor 18.mp4,doctor 18.npy,doctor,train,18,c2c439fee2db339432df3daffbe70ad2,5e6ffd329d3e5bdc0bacfa51c1179aed,"(16, 96, 96, 1)",44,16,1.4681333333333333,2344473,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 4.mp4,simple_processed_data/train/phone/phone 4.npy,phone 4.mp4,phone 4.npy,phone,train,4,53c54e27ef8c4893617524f1ccb25cdb,8522aa8ab1466517a39649717bd00713,"(16, 96, 96, 1)",40,16,1.3346666666666667,2042758,589952
/Users/client/Desktop/TRAINING SET 2.9.25/phone 5.mp4,simple_processed_data/train/phone/phone 5.npy,phone 5.mp4,phone 5.npy,phone,train,5,9a5a713b2e50d571ee83ac91481adabb,29b8f4752b1952436e521179103ba5cb,"(16, 96, 96, 1)",42,16,1.4014,2255019,589952
/Users/client/Desktop/TRAINING SET 2.9.25/glasses 11.mp4,simple_processed_data/train/glasses/glasses 11.npy,glasses 11.mp4,glasses 11.npy,glasses,train,11,56a0240fe7d7eacc89d5116385848703,bfc060c84400f6f41fab9d4415310c20,"(16, 96, 96, 1)",63,16,2.1021,3262459,589952
/Users/client/Desktop/VAL SET/phone 8.mp4,simple_processed_data/val/phone/phone 8.npy,phone 8.mp4,phone 8.npy,phone,val,8,79bd3cc9acd694089b775227884bb1a1,dbc3d714f3eaaf07f62e3bf0d845f957,"(16, 96, 96, 1)",43,16,1.4347666666666667,2313451,589952
/Users/client/Desktop/VAL SET/doctor 2.mp4,simple_processed_data/val/doctor/doctor 2.npy,doctor 2.mp4,doctor 2.npy,doctor,val,2,d55b831980f4bf603e29c4abf07d5579,90781f43612735aee4e6cc395b3b1bbf,"(16, 96, 96, 1)",57,16,1.9019,2987614,589952
/Users/client/Desktop/VAL SET/pillow 10.mp4,simple_processed_data/val/pillow/pillow 10.npy,pillow 10.mp4,pillow 10.npy,pillow,val,10,fee1bbaceeb1823f3ae7f3ccbcc89c21,91453c5d488edc5f6ab0d393b6f8dee2,"(16, 96, 96, 1)",48,16,1.6016000000000001,495438,589952
/Users/client/Desktop/VAL SET/help 7.mp4,simple_processed_data/val/help/help 7.npy,help 7.mp4,help 7.npy,help,val,7,55b1a17853544dbdf65f46703819b8d4,3f04260dd9d80014af220ec5b5d20697,"(16, 96, 96, 1)",41,16,1.3680333333333334,2183204,589952
/Users/client/Desktop/VAL SET/doctor 11.mp4,simple_processed_data/val/doctor/doctor 11.npy,doctor 11.mp4,doctor 11.npy,doctor,val,11,fdf24d400eebf0f5a0c62ccfd1c0c39f,2e9ba5601a3df211513b62950814194e,"(16, 96, 96, 1)",39,16,1.3013000000000001,2071593,589952
/Users/client/Desktop/VAL SET/pillow 16.mp4,simple_processed_data/val/pillow/pillow 16.npy,pillow 16.mp4,pillow 16.npy,pillow,val,16,bb61e2e839e347e2542351e4c6639c82,76c5fba98441feffb241a46c00f1a147,"(16, 96, 96, 1)",55,16,1.8351666666666666,323822,589952
/Users/client/Desktop/VAL SET/glasses 9.mp4,simple_processed_data/val/glasses/glasses 9.npy,glasses 9.mp4,glasses 9.npy,glasses,val,9,6bd3009b684395c16d599ecddabaa01a,119cd305580e6db656912fc79d34b700,"(16, 96, 96, 1)",37,16,1.2345666666666666,1918189,589952
/Users/client/Desktop/VAL SET/phone 15.mp4,simple_processed_data/val/phone/phone 15.npy,phone 15.mp4,phone 15.npy,phone,val,15,47c4328fd8a61fad0d0bcc3915d87668,d0306c84d62072bdbd74b98a1834631a,"(16, 96, 96, 1)",57,16,1.9019,2909605,589952
/Users/client/Desktop/VAL SET/glasses 7.mp4,simple_processed_data/val/glasses/glasses 7.npy,glasses 7.mp4,glasses 7.npy,glasses,val,7,2e96dc43660a4f37a8ff97d81a3f6b47,136af39adf78aa78bcab61e34bf0df28,"(16, 96, 96, 1)",44,16,1.4681333333333333,2339672,589952
